ID;Family Name;Given Name;Name;Team;Region;ID2;Birthday;Popularity;Potential;Price;Type;Size;Weight;X;FLAT;MOUNTAIN;DOWNHILL;COBBLES;TT;PROLOGUE;SPRINT;ACCELERATION;ENDURANCE;RESISTANCE;RECUP;HILL;ATTACK;VAR1;VAR2;VAR3;VAR4;VAR5;VAR6;VAR7;VAR8;VAR9;VAR10;VAR11;VAR12;VAR13;VAR14;VAR15;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR26;VAR27;VAR28;VAR29;VAR30;VAR31;VAR32;VAR33;VAR34;VAR35;VAR36;VAR37;VAR38;VAR39;VAR40;VAR41
13879;Samudio;Ruben;Samudio R.;-;PAN;rsamudio;1/04/1996;0;2;FREE;0;0;0;ONWAAR;55;54;51;52;51;54;50;52;54;52;50;52;59;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13881;Garate;Cesar;Garate C.;-;PER;garatec;16/02/1996;0;2;FREE;0;0;0;ONWAAR;58;52;53;51;57;58;53;51;55;56;50;50;52;0;0;ONWAAR;ONWAAR;0;0;3;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13882;Limaylla;Andy;Limaylla A.;-;PER;alimaylla;11/02/1990;0;1;FREE;0;0;0;ONWAAR;59;55;55;58;51;54;54;58;57;53;51;56;51;0;0;ONWAAR;ONWAAR;0;0;1;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13884;Quispe;Alain;Quispe A.;-;PER;aquispe;4/02/1994;0;2;FREE;0;0;0;ONWAAR;57;56;52;53;57;56;55;51;52;57;54;56;50;0;0;ONWAAR;ONWAAR;0;0;2;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13885;Ruiz;Hugo;Ruiz H.;-;PER;hruiz;23/08/1996;0;2;FREE;0;0;0;ONWAAR;53;57;56;50;53;53;55;55;52;55;53;56;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13886;Ruiz;Robinson;Ruiz R.;-;PER;rruiz;5/09/1998;0;3;FREE;0;0;0;ONWAAR;61;52;57;53;53;55;61;60;57;58;52;54;51;0;0;ONWAAR;ONWAAR;0;0;192;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13887;Bordeos;Mark Julius;Bordeos M.J.;-;PHL;mjbordeos;8/01/1995;0;2;FREE;0;0;0;ONWAAR;56;53;59;59;54;53;56;57;57;53;51;50;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13888;Bordeos;Warren;Bordeos W.;Ningxia Sports Lottery Cycling Team;PHL;wbordeos;22/08/1997;0;1;FREE;0;0;0;ONWAAR;50;57;58;50;54;54;53;56;52;56;54;56;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13889;Farre;Michael;Farre M.;-;PHL;mfarre;5/01/1998;0;3;FREE;0;0;0;ONWAAR;55;52;54;51;53;55;58;56;57;50;55;53;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13890;Gabaldon;Dennis;Gabaldon D.;-;PHL;dgabaldon;9/08/1994;0;2;FREE;0;0;0;ONWAAR;54;54;56;50;55;51;52;54;54;54;51;52;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13891;Kaul;Arjay;Kaul A.;-;PHL;akaul;7/11/1996;0;3;FREE;0;0;0;ONWAAR;54;57;57;52;54;55;53;54;54;52;55;56;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13892;Lacuesta;Kenneth;Lacuesta K.;-;PHL;klacuesta;21/11/1991;0;2;FREE;0;0;0;ONWAAR;58;51;58;58;54;53;51;57;59;52;53;59;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13893;Martin;Bonijoe;Martin B.;-;PHL;bmartin;30/11/1992;0;2;FREE;0;0;0;ONWAAR;58;53;55;50;57;58;50;50;53;59;50;55;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13894;Ochoa;Michael Angelico;Ochoa M.A.;-;PHL;maochoa;30/03/1990;0;3;FREE;0;0;0;ONWAAR;58;53;51;50;53;56;59;58;55;52;52;52;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13895;Sotto;Jeffshon;Sotto J.;-;PHL;jsotto;22/08/1994;0;3;FREE;0;0;0;ONWAAR;53;58;57;51;56;55;50;52;51;53;58;57;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13896;Tapic;Marvin;Tapic M.;-;PHL;mtapic;23/10/1991;0;1;FREE;0;0;0;ONWAAR;52;56;55;51;55;55;54;56;50;52;52;55;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13898;Babilonia;Brian;Babilonia B.;-;PRI;bbabilonia;16/09/1994;0;1;FREE;0;0;0;ONWAAR;56;51;50;51;51;56;59;56;57;53;51;52;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13902;Marrero;Joseph;Marrero J.;-;PRI;jmarrero;31/03/1999;0;3;FREE;0;0;0;ONWAAR;51;56;57;51;53;53;53;55;53;56;54;55;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13903;Gonzalez;Jose Wilfrido;Gonzalez J.W.;-;PRY;jwgonzalez;26/03/1999;0;1;FREE;0;0;0;ONWAAR;57;51;52;53;57;57;53;51;53;58;54;54;53;0;0;ONWAAR;ONWAAR;0;0;2;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13904;Quiñones;Ever Ariel;Quiñones E.A.;-;PRY;eaquinones;8/06/1998;0;3;FREE;0;0;0;ONWAAR;51;57;59;51;56;54;52;53;51;53;57;59;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13905;Romero;Kevin;Romero K.;-;PRY;kromero;2/01/2000;0;2;FREE;0;0;0;ONWAAR;57;50;59;53;54;53;55;52;52;53;54;55;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13906;Rosa Benitez;Hector;Rosa Benitez H.;-;PRY;hrosabenitez;4/08/1992;0;2;FREE;0;0;0;ONWAAR;55;55;54;55;54;54;54;55;55;53;55;58;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13908;Villamayor Romero;Juan Pablo;Villamayor Romero J.P.;-;PRY;jpvillamayorromero;25/01/1989;0;3;FREE;0;0;0;ONWAAR;57;50;54;59;52;55;55;56;56;53;53;52;52;0;0;ONWAAR;ONWAAR;0;0;1;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13910;Al Khater;Abdulla;Al Khater A.;-;QAT;aalkhater;19/05/1992;0;1;FREE;0;0;0;ONWAAR;55;55;51;52;55;55;53;55;55;56;55;56;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13912;Al Mesallam;Nayef;Al Mesallam N.;-;QAT;nalmesallam;8/07/2001;0;2;FREE;0;0;0;ONWAAR;55;53;53;54;55;56;51;55;52;58;55;51;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13914;Jarboua;Abdelrahaman;Jarboua A.;-;QAT;ajarboua;30/11/1993;0;2;FREE;0;0;0;ONWAAR;57;53;54;51;54;56;56;59;57;50;51;55;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13915;Bartha;Csaba;Bartha C.;-;ROM;cbartha;23/04/1993;0;1;FREE;0;0;0;ONWAAR;52;56;57;50;55;55;52;53;54;54;59;59;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13916;Budei;Ionut;Budei I.;-;ROM;ibudei;9/01/2002;0;3;FREE;0;0;0;ONWAAR;54;55;55;52;54;56;55;55;54;52;55;58;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13917;Coman;Bogdan;Coman B.;MENtoRISE Elite Team CFX;ROM;bcoman;22/03/1991;0;3;FREE;0;0;0;ONWAAR;50;58;57;50;54;55;54;55;50;54;53;55;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13918;Szabo;Norbert;Szabo N.;-;ROM;nszabo;10/08/1993;0;1;FREE;0;0;0;ONWAAR;59;54;53;57;54;53;52;56;56;54;53;56;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13919;Bersenev;Nikita;Bersenev N.;-;RUS;nbersenev;25/03/2000;0;3;FREE;0;0;0;ONWAAR;59;56;58;55;55;57;59;61;59;61;56;61;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13920;Chirukhin;Mikhail;Chirukhin M.;-;RUS;mchirukhin;30/01/2000;0;2;FREE;0;0;0;ONWAAR;53;58;56;51;57;56;51;52;51;55;57;56;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13921;Denisov;Denis;Denisov D.;-;RUS;ddenisov;7/12/2002;0;4;FREE;0;0;0;ONWAAR;58;54;57;59;55;60;65;66;57;58;50;58;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13922;Fatkulin;Valeryi;Fatkulin V.;-;RUS;vfatkulin;7/08/1998;0;2;FREE;0;0;0;ONWAAR;57;54;53;56;52;52;56;57;58;54;53;54;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13923;Gogolev;Maxim;Gogolev M.;-;RUS;mgogolev;26/10/1981;0;1;FREE;0;0;0;ONWAAR;52;56;57;51;55;55;51;52;54;54;59;59;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13924;Ilchenko;Vladimir;Ilchenko V.;-;RUS;vilchenko;30/04/1996;0;3;FREE;0;0;0;ONWAAR;51;58;55;51;50;53;55;55;53;55;52;55;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13925;Ivanov;Fedor;Ivanov F.;-;RUS;fivanov;9/07/1998;0;1;FREE;0;0;0;ONWAAR;56;51;55;52;58;58;54;55;55;58;55;55;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13926;Ivanov;Pavel;Ivanov P.;-;RUS;pivanov;11/07/2001;0;1;FREE;0;0;0;ONWAAR;58;54;60;55;51;54;56;62;57;59;51;63;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13927;Kalashnikov;Gregory;Kalashnikov G.;-;RUS;gkalashnikov;19/10/1999;0;1;FREE;0;0;0;ONWAAR;51;57;56;52;55;56;52;51;54;54;57;59;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13928;Popov;Anton;Popov A.;-;RUS;apopov;15/07/1999;0;2;FREE;0;0;0;ONWAAR;53;53;53;53;52;52;56;56;55;53;50;59;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13929;Sharov;Gregory;Sharov G.;-;RUS;gsharov;14/09/2000;0;3;FREE;0;0;0;ONWAAR;52;57;59;52;56;55;52;50;53;53;58;57;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13930;Sherstnev;Timofei;Sherstnev T.;-;RUS;tsherstnev;21/10/1999;0;2;FREE;0;0;0;ONWAAR;56;55;58;50;62;58;53;53;54;57;53;56;55;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13931;Sidorov;Igor;Sidorov I.;-;RUS;isidorov;15/12/1999;0;1;FREE;0;0;0;ONWAAR;56;53;58;52;52;56;53;57;54;53;55;58;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13932;Stepanov;Andrei;Stepanov A.;-;RUS;astepanov;18/04/1999;0;3;FREE;0;0;0;ONWAAR;62;63;60;52;64;62;57;56;58;60;58;63;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13933;Tikhonin;Evgenii;Tikhonin E.;Vozrozhdenie;RUS;etikhonin;1/04/1998;0;1;FREE;0;0;0;ONWAAR;62;53;60;53;57;56;63;64;55;60;53;58;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13934;Zhurkin;Nikolay;Zhurkin N.;-;RUS;nzhurkin;5/05/1991;0;2;FREE;0;0;0;ONWAAR;58;53;58;59;52;52;53;56;54;56;57;56;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13935;Gahemba;Barnabe;Gahemba B.;-;RWA;bgahemba;7/04/2001;0;2;FREE;0;0;0;ONWAAR;50;56;56;52;56;55;51;52;50;53;58;57;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13936;Hakizmana;Felicien;Hakizmana F.;May Stars;RWA;fhakizmana;3/09/2001;0;3;FREE;0;0;0;ONWAAR;51;59;55;51;53;55;55;55;53;55;52;54;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13938;Mutabazi;Cyprien;Mutabazi C.;-;RWA;cmutabazi;20/10/2000;0;3;FREE;0;0;0;ONWAAR;54;50;55;51;52;50;53;54;52;55;50;53;56;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13940;Nduwayo;Eric;Nduwayo E.;-;RWA;enduwayo;28/10/1993;0;3;FREE;0;0;0;ONWAAR;51;59;56;52;57;55;51;52;51;56;58;58;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13941;Ruberwa;Jean;Ruberwa J.;-;RWA;jruberwa;7/08/1996;0;1;FREE;0;0;0;ONWAAR;56;50;50;52;53;55;57;58;57;50;50;50;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13942;Barrett;Travis;Barrett T.;-;SAR;tbarrett;23/09/1999;0;2;FREE;0;0;0;ONWAAR;56;61;62;52;53;56;51;58;57;56;59;64;53;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13943;da Silva;Tiano;da Silva Ti.;ProTouch;SAR;tidasilva;17/04/2001;0;2;FREE;0;0;0;ONWAAR;58;55;55;52;58;56;58;60;61;60;59;59;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13945;Edwards;Andrew;Edwards A.;-;SAR;aedwards;25/11/1998;0;2;FREE;0;0;0;ONWAAR;56;53;56;54;53;52;53;57;55;52;54;58;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13946;Jooste;Chris;Jooste C.;-;SAR;cjooste;25/10/1995;0;3;FREE;0;0;0;ONWAAR;58;50;55;53;55;56;58;59;54;54;54;54;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13947;Lloyd;Jean-Pierre;Lloyd J.;-;SAR;jlloyd;14/02/2000;0;2;FREE;0;0;0;ONWAAR;58;54;53;56;53;53;54;55;58;53;50;57;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13948;Munton;Byron;Munton B.;-;SAR;bmunton;12/12/1998;0;3;FREE;0;0;0;ONWAAR;53;59;57;51;64;62;50;52;51;53;59;57;51;0;0;ONWAAR;ONWAAR;0;0;64;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13949;Nigrini;Andries;Nigrini A.;-;SAR;anigrini;20/04/1999;0;2;FREE;0;0;0;ONWAAR;60;62;59;54;56;59;56;61;61;60;58;61;60;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13950;Terry;Ryan;Terry R.;-;SAR;rterry;15/11/2000;0;2;FREE;0;0;0;ONWAAR;51;57;57;52;51;54;54;54;50;56;54;56;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13951;Worsdale;Alex;Worsdale A.;-;SAR;aworsdale;30/03/1999;0;2;FREE;0;0;0;ONWAAR;57;58;58;50;52;54;55;57;54;57;51;60;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13953;Al Sulaymi;Ali;Al Sulaymi A.;-;SAU;aalsulaymi;28/07/1993;0;1;FREE;0;0;0;ONWAAR;57;50;55;51;54;55;50;54;50;54;51;56;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13955;Aljumah;Hassan;Aljumah H.;-;SAU;haljumah;7/04/1995;0;1;FREE;0;0;0;ONWAAR;56;53;55;55;51;52;54;55;55;52;51;57;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13956;Almushaykhis;Mohamed Adel;Almushaykhis M.A.;-;SAU;maalmushaykhis;3/12/1995;0;2;FREE;0;0;0;ONWAAR;55;56;57;52;51;55;55;57;52;55;52;54;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13957;Alrabie;Mostafa;Alrabie M.;-;SAU;malrabie;26/04/1996;0;3;FREE;0;0;0;ONWAAR;56;53;53;51;57;57;51;55;50;56;52;52;52;0;0;ONWAAR;ONWAAR;0;0;129;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13958;Abdullah;Muhammad;Abdullah M.;-;SGP;mabdullah;10/03/1989;0;3;FREE;0;0;0;ONWAAR;53;56;55;50;56;55;51;51;53;54;56;58;54;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13959;Bin Othman;Luqmanul;Bin Othman L.;-;SGP;lbinothman;14/05/1998;0;1;FREE;0;0;0;ONWAAR;58;50;57;50;59;56;50;50;51;56;53;52;51;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13960;Loh Ridwan;Firoz;Loh Ridwan F.;-;SGP;flohridwan;22/09/1999;0;1;FREE;0;0;0;ONWAAR;51;56;59;51;55;55;55;56;54;56;54;54;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13961;Teo;Jerome;Teo J.;-;SGP;jteo;24/07/1997;0;3;FREE;0;0;0;ONWAAR;53;50;54;55;55;53;52;57;56;56;50;58;52;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13962;Wee Siong;Chua;Wee Siong C.;-;SGP;cweesiong;17/06/1994;0;2;FREE;0;0;0;ONWAAR;51;59;56;52;55;55;50;50;54;52;57;57;50;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13963;Yeo;Boon Kiak;Yeo B.K.;-;SGP;byeo;7/03/1988;0;1;FREE;0;0;0;ONWAAR;52;56;56;51;56;54;50;51;54;55;57;59;50;0;0;ONWAAR;ONWAAR;0;0;64;ONWAAR;;;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
